abbreviation,subsystem,is_reversible,is_exchange,is_transport,lower_bound,upper_bound,bound_range,n_genes,n_metabolites,n_reactants,n_products,growth_wt,growth_knockout,growth_ratio,essential
KMR_0197,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1016,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1036,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1037,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1038,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1039,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1183,KM pathways,0,1,0,0.0,1000.0,1000.0,2,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1272,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0106,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,1,4,245.49258486604325,245.49258486604325,1.0,0
KMR_1004,KM pathways,0,0,0,0.0,1000.0,1000.0,3,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1005,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1342,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0783,KM pathways,0,1,0,0.0,1000.0,1000.0,1,2,0,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1311,KM pathways,0,0,0,0.0,1000.0,1000.0,4,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1104,KM pathways,0,0,0,0.0,1000.0,1000.0,6,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1105,KM pathways,0,0,0,0.0,1000.0,1000.0,25,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1106,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0013,KM pathways,0,0,0,0.0,1000.0,1000.0,22,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0014,KM pathways,0,0,0,0.0,1000.0,1000.0,22,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0015,KM pathways,0,0,0,0.0,1000.0,1000.0,3,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0931,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0932,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0933,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0789,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0790,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1318,KM pathways,0,0,0,0.0,1000.0,1000.0,3,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0039,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1002,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1175,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,2,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0781,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0093,KM pathways,0,0,0,0.0,1000.0,1000.0,6,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0094,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0095,KM pathways,0,0,0,0.0,1000.0,1000.0,6,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1043,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0007,KM pathways,0,1,0,0.0,1000.0,1000.0,2,3,0,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0008,KM pathways,0,1,0,0.0,1000.0,1000.0,1,3,0,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0009,KM pathways,0,1,0,0.0,1000.0,1000.0,2,3,0,3,245.49258486604325,245.49258486604325,1.0,0
KMR_1296,KM pathways,0,0,0,0.0,1000.0,1000.0,3,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0706,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,3,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0858,KM pathways,1,0,0,-1000.0,1000.0,2000.0,1,3,1,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
KMR_0859,KM pathways,1,0,0,-1000.0,1000.0,2000.0,2,3,1,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
KMR_0028,KM pathways,0,1,0,0.0,1000.0,1000.0,1,3,0,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0029,KM pathways,0,1,0,0.0,1000.0,1000.0,1,3,0,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0030,KM pathways,0,1,0,0.0,1000.0,1000.0,1,3,0,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0148,KM pathways,0,0,0,0.0,1000.0,1000.0,1,6,3,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0777,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1337,KM pathways,0,0,0,0.0,1000.0,1000.0,4,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1338,KM pathways,0,0,0,0.0,1000.0,1000.0,4,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1316,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1164,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1165,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1314,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0745,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0711,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,3,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
KMR_0712,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1292,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1293,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0087,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0088,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0089,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0767,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0065,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0066,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0049,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
KMR_0050,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0051,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0084,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0085,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0086,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0926,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1187,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1188,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1084,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1085,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1312,KM pathways,0,0,0,0.0,1000.0,1000.0,4,4,1,3,245.49258486604325,245.49258486604325,1.0,0
KMR_1074,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1075,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0702,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1050,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1051,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0040,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0041,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0838,KM pathways,0,1,0,0.0,1000.0,1000.0,2,0,0,0,245.49258486604325,245.49258486604325,1.0,0
KMR_0839,KM pathways,0,1,0,0.0,1000.0,1000.0,1,0,0,0,245.49258486604325,245.49258486604325,1.0,0
KMR_0083,KM pathways,0,0,0,0.0,1000.0,1000.0,3,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0113,KM pathways,0,0,0,0.0,1000.0,1000.0,2,7,3,4,245.49258486604325,245.49258486604325,1.0,0
KMR_0114,KM pathways,0,0,0,0.0,1000.0,1000.0,2,7,3,4,245.49258486604325,245.49258486604325,1.0,0
KMR_1100,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1101,KM pathways,0,0,0,0.0,1000.0,1000.0,7,3,1,2,245.49258486604325,245.49258486604327,1.0000000000000002,0
KMR_1102,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1103,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,229.11707850301352,0.9332953116609805,1
KMR_1162,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1258,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1259,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1260,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1044,KM pathways,0,1,0,0.0,1000.0,1000.0,1,2,0,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0847,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
KMR_1157,KM pathways,0,0,0,0.0,1000.0,1000.0,9,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1158,KM pathways,0,0,0,0.0,1000.0,1000.0,9,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0020,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,3,2,245.49258486604325,245.4925848660434,1.0000000000000007,0
KMR_0021,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1340,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1341,KM pathways,0,0,0,0.0,1000.0,1000.0,7,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1160,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,1,0,245.49258486604325,245.49258486604325,1.0,0
KMR_0240,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0760,KM pathways,0,1,0,0.0,1000.0,1000.0,2,1,1,0,245.49258486604325,245.49258486604325,1.0,0
KMR_0761,KM pathways,0,1,0,0.0,1000.0,1000.0,2,1,1,0,245.49258486604325,245.49258486604325,1.0,0
KMR_0929,KM pathways,1,0,0,-1000.0,1000.0,2000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0930,KM pathways,1,0,0,-1000.0,1000.0,2000.0,1,3,1,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
KMR_0967,KM pathways,0,0,0,0.0,1000.0,1000.0,2,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1317,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0937,KM pathways,0,0,0,0.0,1000.0,1000.0,10,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0938,KM pathways,0,0,0,0.0,1000.0,1000.0,10,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1116,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,1,3,245.49258486604325,245.49258486604325,1.0,0
KMR_1117,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,1,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0132,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0133,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0134,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0754,KM pathways,0,0,0,0.0,1000.0,1000.0,3,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0755,KM pathways,0,0,0,0.0,1000.0,1000.0,32,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0756,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0773,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0774,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604322,0.9999999999999999,0
KMR_0775,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0876,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,1,2,245.49258486604325,245.49258486604344,1.0000000000000009,0
KMR_0757,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0758,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0759,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0152,KM pathways,0,0,0,0.0,1000.0,1000.0,1,6,2,4,245.49258486604325,245.49258486604325,1.0,0
KMR_0153,KM pathways,0,0,0,0.0,1000.0,1000.0,1,6,2,4,245.49258486604325,245.49258486604325,1.0,0
KMR_0878,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1269,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1270,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604333,1.0000000000000004,0
KMR_1271,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0752,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0796,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0797,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0959,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1221,KM pathways,0,0,0,0.0,1000.0,1000.0,4,5,2,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0782,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1013,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0098,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0099,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0710,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0128,KM pathways,0,1,0,0.0,1000.0,1000.0,4,1,1,0,245.49258486604325,245.49258486604325,1.0,0
KMR_0999,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0096,KM pathways,0,0,0,0.0,1000.0,1000.0,3,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0097,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0778,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0779,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0780,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0851,KM pathways,0,0,0,0.0,1000.0,1000.0,10,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0852,KM pathways,0,0,0,0.0,1000.0,1000.0,10,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1092,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1093,KM pathways,0,1,0,0.0,1000.0,1000.0,3,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1094,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0188,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1168,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,2,3,245.49258486604325,245.49258486604325,1.0,0
KMR_1294,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,3,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
KMR_0979,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0980,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0962,KM pathways,0,0,0,0.0,1000.0,1000.0,3,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0843,KM pathways,1,0,0,-1000.0,1000.0,2000.0,1,5,2,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0927,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0005,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0769,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0776,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1284,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1285,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0809,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1076,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1077,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1082,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1083,KM pathways,0,0,0,0.0,1000.0,1000.0,3,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0901,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0902,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1197,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1198,KM pathways,0,1,0,0.0,1000.0,1000.0,1,1,0,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0833,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,3,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0834,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,3,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0835,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,3,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0044,KM pathways,0,1,0,0.0,1000.0,1000.0,1,2,0,2,245.49258486604325,245.4925848660434,1.0000000000000007,0
KMR_0045,KM pathways,0,1,0,0.0,1000.0,1000.0,1,2,0,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0974,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0975,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0976,KM pathways,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0216,KM pathways,0,0,0,0.0,1000.0,1000.0,3,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0870,KM pathways,0,0,0,0.0,1000.0,1000.0,3,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0817,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,2,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0894,KM pathways,0,0,0,0.0,1000.0,1000.0,5,3,2,1,245.49258486604325,245.49258486604342,1.0000000000000007,0
KMR_0895,KM pathways,0,0,0,0.0,1000.0,1000.0,6,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0820,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0821,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1246,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,3,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1247,KM pathways,0,0,0,0.0,1000.0,1000.0,1,4,3,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1151,KM pathways,0,0,0,0.0,1000.0,1000.0,9,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1152,KM pathways,0,0,0,0.0,1000.0,1000.0,9,5,3,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1229,KM pathways,0,1,0,0.0,1000.0,1000.0,1,0,0,0,245.49258486604325,245.49258486604325,1.0,0
KMR_0698,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,2,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0034,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.4925848660434,1.0000000000000007,0
KMR_0035,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0804,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0805,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0806,KM pathways,0,0,0,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
KMR_0960,KM pathways,0,0,0,0.0,1000.0,1000.0,3,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1255,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604347,1.0000000000000009,0
KMR_1256,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,245.49258486604325,1.0,0
KMR_1319,KM pathways,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1320,KM pathways,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_1321,KM pathways,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0818,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0819,KM pathways,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0697,KM pathways,0,0,0,0.0,1000.0,1000.0,4,3,1,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0814,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,2,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0815,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,2,3,245.49258486604325,245.49258486604344,1.0000000000000009,0
KMR_0816,KM pathways,0,0,0,0.0,1000.0,1000.0,1,5,2,3,245.49258486604325,245.49258486604325,1.0,0
KMR_0168,KM pathways,0,0,0,0.0,1000.0,1000.0,3,4,2,2,245.49258486604325,245.49258486604325,1.0,0
KMR_0963,KM pathways,0,1,0,0.0,1000.0,1000.0,1,0,0,0,245.49258486604325,245.49258486604325,1.0,0
KMR_0964,KM pathways,0,1,0,0.0,1000.0,1000.0,1,0,0,0,245.49258486604325,245.49258486604325,1.0,0
